project_id,project_name,project_type_name,dept_name,dept_sub_name,purchase_method_name,purchase_method_group_name,announce_date,project_money,price_build,sum_price_agree,budget_year,transaction_date,province,district,subdistrict,project_status,project_location,geom,winner_tin,winner,contract_no,contract_date,contract_finish_date,price_agree,status
57075063462,ประกวดราคาจ้างโครงการพัฒนาทักษะทางดนตรีในโรงเรียนสังกัดกรุงเทพมหานคร ระยะที่ 2 ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างทำของ/จ้างเหมาบริการ,กรุงเทพมหานคร,หน่วยศึกษานิเทศก์ สำนักการศึกษา,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 ก.ย. 57,"585,000,000","571,003,229","567,800,000",2558,30 ต.ค. 57,กรุงเทพมหานคร,คลองสาน,คลองสาน,ระหว่างดำเนินการ,"{'lat': 13.7311690680342, 'lon': 100.506815734172}",POINT(100.50681573417216 13.73116906803416),0993000100069,กิจการร่วมค้า เคพีเอ็น-ที,22-2-58,30 ต.ค. 57,17 พ.ค. 60,"567,800,000",ระหว่างดำเนินการ
57035093234,ประกวดราคาจ้างโครงการก่อสร้างเขื่อน ค.ส.ล. พร้อมทางเดิน คลองแสนแสบ จากบริเวณ ถนนกาญจนาภิเษก ถึงบริเวณประตูระบายน้ำมีนบุรี ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,กองระบบคลอง สำนักการระบายน้ำ,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,7 ก.ค. 57,"653,192,000","650,957,000","519,800,000",2558,8 ก.ค. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105533077099,บริษัท ริเวอร์ เอนจิเนียริ่ง จำกัด,สนน.124/2558,8 ก.ค. 58,24 ธ.ค. 59,"519,800,000",ระหว่างดำเนินการ
57115190083,ประกวดราคาจ้างเหมาจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด (CCTV) บริเวณชุมนุมชน ใกล้ประตูระบายน้ำ สถานีสูบน้ำ และพื้นที่สุ่มเสี่ยงบริเวณชุมนุมชนในพื้นที่กรุงเทพมหานคร ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,กองนโยบายและแผนงาน สำนักการจราจรและขนส่ง,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,20 ก.พ. 58,"500,000,000","500,000,000","496,900,000",2558,29 พ.ค. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0735545000503,บริษัท จีเนียส ทราฟฟิค ซีสเต็ม จำกัด,22-19-58,29 พ.ค. 58,24 ม.ค. 59,"496,900,000",ระหว่างดำเนินการ
58045057806,จ้างเหมาเอกชนเก็บขนและกำจัดมูลฝอยติดเชื้อที่ศูนย์กำจัดมูลฝอยหนองแขมและอ่อนนุช ระยะ 2 โดยวิธีกรณีพิเศษ,จ้างทำของ/จ้างเหมาบริการ,กรุงเทพมหานคร,กองกำจัดมูลฝอย  สำนักสิ่งแวดล้อม,กรณีพิเศษ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,"455,520,000","455,520,000","455,520,000",2558,13 ส.ค. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105498001303,บริษัท กรุงเทพธนาคม จำกัด,สสล.160/2558,13 ส.ค. 58,12 ส.ค. 61,"455,520,000",ระหว่างดำเนินการ
56125064211,ประกวดราคาจ้างโครงการปรับปรุงระบบระบายน้ำด้านใต้คลองภาษีเจริญถึงคลองสนามชัย (ก่อสร้างสถานีสูบน้ำและเขื่อน ค.ส.ล. คลองระหาญ) ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,สำนักงานพัฒนาระบบระบายน้ำ สำนักการระบายน้ำ,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,5 มี.ค. 57,"450,000,000","450,000,000","414,000,000",2558,1 ธ.ค. 57,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105553059231,บริษัท กรุงไทยสถาปัตย์ จำกัด,สนน.9/2558,1 ธ.ค. 57,20 พ.ย. 59,"414,000,000",ระหว่างดำเนินการ
56125064211,ประกวดราคาจ้างโครงการปรับปรุงระบบระบายน้ำด้านใต้คลองภาษีเจริญถึงคลองสนามชัย (ก่อสร้างสถานีสูบน้ำและเขื่อน ค.ส.ล. คลองระหาญ) ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,สำนักงานพัฒนาระบบระบายน้ำ สำนักการระบายน้ำ,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,5 มี.ค. 57,"450,000,000","450,000,000","414,000,000",2558,1 ธ.ค. 57,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105553059231,บริษัท กรุงไทยสถาปัตย์ จำกัด,สนน.9/2558,1 ธ.ค. 57,20 พ.ย. 59,"414,000,000",ระหว่างดำเนินการ
57115146784,ประกวดราคาจ้างโครงการก่อสร้างอาคารสำนักงานเขตวังทองหลาง ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,สำนักงานเขตวังทองหลาง,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,26 ม.ค. 58,"375,180,000","375,180,000","372,375,615",2558,9 มิ.ย. 58,กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์,ระหว่างดำเนินการ,"{'lat': 13.7876550170541, 'lon': 100.619529535864}",POINT(100.61952953586365 13.787655017054053),0105542080005,บริษัท ทริโอ ไบรท์ จำกัด,1/2558,9 มิ.ย. 58,4 ส.ค. 60,"372,375,615",ระหว่างดำเนินการ
57035292199,ประกวดราคาซื้อเครื่องย่อยกิ่งไม้สด ขนาดเส้นผ่าศูนย์กลางไม่เกิน ๑๕๐ มม. พร้อมระบบยกเทกิ่งไม้อัตโนมัติและอุปกรณ์ พร้อมติดตั้ง ด้วยวิธีการทางอิเล็กทรอนิกส์,ซื้อ,กรุงเทพมหานคร,สำนักงานสวนสาธารณะ สำนักสิ่งแวดล้อม กรุงเทพมหานคร,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,24 มิ.ย. 57,"359,250,000","359,250,000","357,345,000",2558,12 พ.ย. 57,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105553002230,บริษัท แกรนด์ไลน์ อินโนเวชั่น จำกัด,สสล.7/2558,12 พ.ย. 57,5 ก.พ. 59,"357,345,000",ระหว่างดำเนินการ
57075239036,ประกวดราคาจ้างเหมาจัดหาพร้อมติดตั้งกล้องโทรทัศน์วงจรปิด (CCTV) เพื่อเพิ่มความปลอดภัย บริเวณชุมนุมชนและจุดเสี่ยงภัย ในพื้นที่กรุงเทพมหานคร ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,กองนโยบายและแผนงาน สำนักการจราจรและขนส่ง,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,3 ก.ย. 57,"322,169,000","320,732,000","319,200,000",2558,6 พ.ย. 57,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0125553011701,บริษัท มัลติ อินโนเวชั่น เอนยิเนียริ่ง จำกัด,22-13-58,6 พ.ย. 57,5 ก.ค. 59,"319,200,000",ระหว่างดำเนินการ
57065284736,ประกวดราคาจ้างโครงการก่อสร้างประตูระบายน้ำและประตูเรือสัญจรคลองแสนแสบตอนคลองบางชัน ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,สำนักงานพัฒนาระบบระบายน้ำ สำนักการระบายน้ำ,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,24 ต.ค. 57,"293,000,000","293,000,000","261,000,000",2558,18 ก.ย. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105517005852,บริษัท อุตสาหกรรมไทยพนาภัณฑ์ จำกัด,สนน.157/2558,18 ก.ย. 58,11 มี.ค. 60,"261,000,000",ระหว่างดำเนินการ
57065284736,ประกวดราคาจ้างโครงการก่อสร้างประตูระบายน้ำและประตูเรือสัญจรคลองแสนแสบตอนคลองบางชัน ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,สำนักงานพัฒนาระบบระบายน้ำ สำนักการระบายน้ำ,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,24 ต.ค. 57,"293,000,000","293,000,000","261,000,000",2558,18 ก.ย. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105517005852,บริษัท อุตสาหกรรมไทยพนาภัณฑ์ จำกัด,สนน.157/2558,18 ก.ย. 58,11 มี.ค. 60,"261,000,000",ระหว่างดำเนินการ
58025284053,"ประกวดราคาซื้อเครื่องสูบน้ำชนิดเครื่องยนต์ดีเซลแบบเทรลเลอร์ลากจูงขนาดความสามารถสูบน้ำได้ไม่น้อยกว่า 8,000 ลิตรต่อนาที ที่ระยะสูบส่ง (HEAD) ไม่น้อยกว่า 13.5 เมตร พร้อมอุปกรณ์ จำนวน 200 เครื่อง ด้วยวิธีการทางอิเล็กทรอนิกส์",ซื้อ,กรุงเทพมหานคร,กองทะเบียนทรัพย์สินและพัสดุ,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,26 มี.ค. 58,"188,000,000","188,000,000","186,800,000",2558,24 มิ.ย. 58,กรุงเทพมหานคร,พระนคร,เสาชิงช้า,ระหว่างดำเนินการ,"{'lat': 13.7535380013354, 'lon': 100.500356740802}",POINT(100.50035674080188 13.753538001335421),0105533077099,บริษัท ริเวอร์ เอนจิเนียริ่ง จำกัด,12-3-58,24 มิ.ย. 58,21 พ.ย. 58,"186,800,000",ระหว่างดำเนินการ
57085299396,ประกวดราคาซื้อโครงการจัดหารถกู้ภัยขนาดเล็ก จำนวน 20 คัน ด้วยวิธีการทางอิเล็กทรอนิกส์,ซื้อ,กรุงเทพมหานคร,สำนักป้องกันและบรรเทาสาธารณภัย,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 ต.ค. 57,"160,000,000","160,000,000","158,800,000",2558,12 มี.ค. 58,กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,ระหว่างดำเนินการ,"{'lat': 13.7637877700034, 'lon': 100.530633320663}",POINT(100.53063332066294 13.763787770003406),0115553015200,บริษัท ที.เจ. แอดวานซ์ เอ็นจิเนียริ่ง จำกัด,สปภ.8/2558,12 มี.ค. 58,6 มี.ค. 59,"158,800,000",ระหว่างดำเนินการ
57115142590,ประกวดราคาซื้อรถทำความสะอาดถนน และรถบรรทุกรถทำความสะอาดถนน ด้วยวิธีการทางอิเล็กทรอนิกส์,ซื้อ,กรุงเทพมหานคร,สำนักงานจัดการมูลฝอยและสิ่งปฏิกูล  สำนักสิ่งแวดล้อม,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,29 ม.ค. 58,"156,000,000","156,800,000","154,900,000",2558,29 พ.ค. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,สิ้นสุดสัญญา,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105556183774,บริษัท วีก้า อินเตอร์เทรด จำกัด,สสล.124/2558,29 พ.ค. 58,23 พ.ค. 59,"154,900,000",สิ้นสุดสัญญา
57045197095,ประกวดราคาซื้อโครงการจัดหาเครื่องสูบน้ำแบบเคลื่อนที่ขับด้วยระบบ ไฮดรอลิค ขนาด 30 นิ้ว จำนวน 10 เครื่อง ด้วยวิธีการทางอิเล็กทรอนิกส์,ซื้อ,กรุงเทพมหานคร,กองเครื่องจักรกล สำนักการระบายน้ำ,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,15 ส.ค. 57,"145,000,000","145,000,000","144,700,000",2558,16 ก.พ. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105520009081,บริษัท ซิสโกเอ็นจิเนียริ่ง จำกัด,สนน. 44/2558,16 ก.พ. 58,16 ก.ค. 58,"144,700,000",ระหว่างดำเนินการ
58135000001,ประกวดราคาจ้างโครงการก่อสร้างปรับปรุงถนนรอบศาลาว่าการกรุงเทพมหานคร  ดินแดง บริเวณถนนวิภาวดีรังสิต - ถนนมิตรไมตรี 3 - ถนนประชาสงเคราะห์ ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างก่อสร้าง,กรุงเทพมหานคร,สำนักการโยธา กรุงเทพมหานคร,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 ม.ค. 44,"142,948,271","142,948,271","141,800,000",2558,1 ก.ย. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105535125627,บริษัท พระราม 2 การโยธา จำกัด,สนย.57/2558,1 ก.ย. 58,-,"141,800,000",ระหว่างดำเนินการ
58035153464,ประกวดราคาซื้อรถเก็บขนมูลฝอย ขนาด 6 ล้อ แบบเปิดข้าง   ขนาดรถบรรทุกไม่น้อยกว่า 2 ตัน พร้อมอุปกรณ์ ด้วยวิธีการทางอิเล็กทรอนิกส์,ซื้อ,กรุงเทพมหานคร,สำนักงานจัดการมูลฝอยและสิ่งปฏิกูล  สำนักสิ่งแวดล้อม,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,27 เม.ย. 58,"136,800,000","136,874,400","135,360,000",2558,18 ส.ค. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105533077099,บริษัท ริเวอร์ เอนจิเนียริ่ง จำกัด,สสล.161/2558,18 ส.ค. 58,14 พ.ค. 59,"135,360,000",ระหว่างดำเนินการ
58035154191,ประกวดราคาจ้างเหมาเอกชนเดินระบบบำบัดน้ำเสีย ศูนย์กำจัดมูลฝอยสายไหม ระยะที่ 3 ด้วยวิธีการทางอิเล็กทรอนิกส์,จ้างทำของ/จ้างเหมาบริการ,กรุงเทพมหานคร,กองกำจัดมูลฝอย  สำนักสิ่งแวดล้อม,ประกวดราคาด้วยวิธีการทางอิเล็กทรอนิกส์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 มิ.ย. 58,"116,343,750","116,343,750","115,431,250",2558,28 ก.ค. 58,กรุงเทพมหานคร,ดินแดง,ดินแดง,ระหว่างดำเนินการ,"{'lat': 13.7780980259196, 'lon': 100.565063509801}",POINT(100.56506350980077 13.778098025919627),0105541027666,บริษัท อี-สแควร์ สิ่งแวดล้อมและวิศวกรรม จำกัด,สสล.156/2558,28 ก.ค. 58,26 ก.ค. 63,"115,431,250",ระหว่างดำเนินการ
